I_bias_A,L_ac_H,I_ac_wdg_A
1.1755932203389832,2.0224759383802766e-05,-0.4
1.2262711864406781,1.933083998495204e-05,-0.4
1.276949152542373,1.8492010644940518e-05,-0.4
1.327627118644068,1.7729557806863873e-05,-0.4
1.378305084745763,1.705253838426419e-05,-0.4
1.4289830508474577,1.6455697878425825e-05,-0.4
1.4796610169491526,1.592846526071272e-05,-0.4
1.5303389830508476,1.5460861395207592e-05,-0.4
1.5810169491525425,1.504356887739313e-05,-0.4
1.6316949152542375,1.4668047568889365e-05,-0.4
1.6823728813559324,1.4327763607353964e-05,-0.4
1.7330508474576274,1.40178272556997e-05,-0.4
1.7837288135593223,1.3734823996137582e-05,-0.4
1.8344067796610173,1.3475607756702695e-05,-0.4
1.885084745762712,1.3236897919951554e-05,-0.4
1.935762711864407,1.3016108193193437e-05,-0.4
1.986440677966102,1.281074292255786e-05,-0.4
2.037118644067797,1.261904921975834e-05,-0.4
2.0877966101694914,1.2439590039828444e-05,-0.4
2.1384745762711863,1.2270986053868793e-05,-0.4
2.1891525423728813,1.2112027192294098e-05,-0.4
2.239830508474576,1.1961714243019236e-05,-0.4
2.290508474576271,1.181836009510208e-05,-0.4
2.341186440677966,1.1680303109528025e-05,-0.4
2.391864406779661,1.1546569180663558e-05,-0.4
2.442542372881356,1.1416592594847525e-05,-0.4
2.493220338983051,1.1289860781227531e-05,-0.4
2.543898305084746,1.1166383529995006e-05,-0.4
2.594576271186441,1.1045976201914965e-05,-0.4
2.645254237288136,1.0928490261788656e-05,-0.4
2.6959322033898308,1.081400401909332e-05,-0.4
2.7466101694915257,1.0702457057041859e-05,-0.4
2.7972881355932206,1.0593805676752446e-05,-0.4
2.847966101694915,1.0488016941624437e-05,-0.4
2.89864406779661,1.0385104016054336e-05,-0.4
2.949322033898305,1.028496923930585e-05,-0.4
3.0,1.018751831208034e-05,-0.4
0.01,7.559248627890557e-05,-0.6
0.06067796610169492,7.495234305898882e-05,-0.6
0.11135593220338984,7.288539817967825e-05,-0.6
0.16203389830508477,6.875369032961557e-05,-0.6
0.2127118644067797,6.442748235506642e-05,-0.6
0.26338983050847464,5.911276261168548e-05,-0.6
0.31406779661016954,5.35544773109652e-05,-0.6
0.36474576271186443,4.876206740015997e-05,-0.6
0.4154237288135594,4.475641751928845e-05,-0.6
0.4661016949152543,4.142894869894868e-05,-0.6
0.5167796610169493,3.8471103605733284e-05,-0.6
0.5674576271186441,3.563974889078504e-05,-0.6
0.6181355932203391,3.29303948964871e-05,-0.6
0.668813559322034,3.05316718988866e-05,-0.6
0.7194915254237289,2.8570840307806298e-05,-0.6
0.7701694915254238,2.705856838908625e-05,-0.6
0.8208474576271187,2.591834636551305e-05,-0.6
0.8715254237288137,2.504163542496725e-05,-0.6
0.9222033898305086,2.4299481592693285e-05,-0.6
0.9728813559322035,2.357955002585755e-05,-0.6
1.0235593220338985,2.2803184256117384e-05,-0.6
1.0742372881355933,2.1953586003651482e-05,-0.6
1.1249152542372882,2.10576679987439e-05,-0.6
